,0
2024-12-18,1.0269674745437471
2024-12-25,0.9981032974912546
2025-01-02,0.9689453097458197
2025-01-09,0.9550165128289089
2025-01-16,0.946643465053347
2025-01-23,0.9420914920879582
2025-02-07,0.9769711546299954
2025-02-14,0.9805890391674958
2025-02-21,0.9840924568756578
2025-02-28,0.9820892530765781
2025-03-07,0.994805890606721
2025-03-14,1.0216421543417806
2025-03-21,1.02200341408883
2025-03-28,1.0123589848563974
2025-04-07,0.9620042412869126
2025-04-14,0.9895812398018193
2025-04-21,0.9960076311200134
2025-04-28,0.9943811890137345
2025-05-08,1.0405696264738882
2025-05-15,1.0332007512950616
2025-05-22,1.0402776228224881
2025-05-29,1.0504779984334993
2025-06-06,1.0592813296235921
2025-06-13,1.0529705533188136
2025-06-20,1.0409113485041728
2025-06-27,1.0650072695730797
2025-07-04,1.0750684819517418
2025-07-11,1.098180166625128
2025-07-18,1.1064940243921435
2025-07-25,1.131332199042551
2025-08-01,1.1199061227819258
2025-08-08,1.1420045503011917
2025-08-15,1.1485888931103418
2025-08-22,1.1738108405323828
2025-08-29,1.1581948371164763
2025-09-05,1.1457520831450423
2025-09-12,1.1525284914137874
2025-09-19,1.1406560445601746
2025-09-26,1.121344688261028
2025-10-13,1.122609864639265
2025-10-20,1.1204620873001085
2025-10-27,1.1458638057794708
2025-11-03,1.1561421162634251
2025-11-10,1.172772794167162
2025-11-17,1.1795714770998567
2025-11-24,1.1393905147094519
2025-12-01,1.158093802197653
2025-12-08,1.154867589383498
2025-12-15,1.1354589178681598
2025-12-22,1.1372963375333842
2025-12-29,1.1475486608895047
2026-01-07,1.1695674684250479
2026-01-14,1.196834599266048
2026-01-21,1.2184299186400285
2026-01-28,1.213478598625758
2026-02-04,1.2160220247677966
2026-02-11,1.223860475416368
2026-02-26,1.2316255236412488
2026-03-05,1.1955254126248351
2026-03-12,1.2165647514315479
2026-03-19,1.1897178176266163
2026-03-26,1.1586900692550093
2026-04-02,1.1577723455310773
2026-04-10,1.174455856576128
2026-04-17,1.1913785674119766
2026-04-24,1.1798687010248206
2026-05-06,1.1925108468121173
2026-05-13,1.1945816007583567
2026-05-20,1.167157184005772
2026-05-27,1.1348186255862989
2026-06-03,1.1214252525235142
2026-06-10,1.0997709540729286
2026-06-17,1.1017307599873611
2026-06-25,1.0631061805702955
2026-07-02,1.0472175697372326
2026-07-09,1.0267486744400938
2026-07-16,1.0615663688685477
2026-07-23,1.0545981902416754
2026-07-30,1.0650669898037592
2026-08-06,1.1302703473185975
2026-08-13,1.1438408597754413
2026-08-20,1.1453665607967223
2026-08-27,1.1533884941212948
2026-09-03,1.1596944619759866
2026-09-10,1.163403080384345
2026-09-17,1.1383839952490349
